person1,person2,relationship,family
Q2503772,Q2686263,parent - child,491
Q158536,Q2689385,parent - child,2586
Q15882937,Q2690072,parent - child,634
Q12093205,Q2690188,parent - child,1879
Q259979,Q2690822,parent - child,2333
Q41340,Q2697342,parent - child,5159
Q102711,Q2697342,parent - child,5159
Q55407,Q2700318,parent - child,155
Q560197,Q2700318,grandparent - child,155
Q2285613,Q2698385,parent - child,3364
Q17219876,Q2698639,parent - child,5174
Q7376025,Q2700188,parent - child,5689
Q15875441,Q2704504,parent - child,3639
Q13629384,Q2705528,parent - child,2479
Q3846574,Q2854657,parent - child,1243
Q4083878,Q2855688,parent - child,1695
Q4341772,Q2855765,parent - child,3417
Q3124312,Q2856737,parent - child,3663
Q817207,Q2857009,parent - child,3067
Q295007,Q2857519,parent - child,540
Q107124548,Q2857519,grandparent - child,540
Q21541742,Q2857519,parent - child,540
Q183105,Q2859344,parent - child,1791
Q551776,Q2863200,parent - child,2892
Q325130,Q2836287,parent - child,2232
Q5931830,Q2836305,parent - child,1430
Q6408479,Q2836305,grandparent - child,1430
Q539877,Q2836323,parent - child,1087
Q5549075,Q2838445,parent - child,2739
Q505466,Q2838608,parent - child,1850
Q468816,Q2840228,parent - child,2145
Q55766298,Q2840640,parent - child,3928
Q2347235,Q2841182,parent - child,5017
Q379962,Q2841424,parent - child,5042
Q9054826,Q2843557,parent - child,5619
Q5852614,Q2843557,parent - child,5619
Q3517911,Q2745305,parent - child,3770
Q983328,Q2745305,grandparent - child,3770
Q5779359,Q2746416,parent - child,128
Q1980184,Q2746926,parent - child,5667
Q2342905,Q2746986,parent - child,1762
Q2342279,Q2747276,parent - child,3487
Q1862725,Q2751058,parent - child,6180
Q1813030,Q2752035,parent - child,3181
Q3635980,Q2752875,parent - child,2799
Q3595480,Q2752875,parent - child,2799
Q4386083,Q2754712,parent - child,2358
Q2159268,Q2754712,parent - child,2358
Q4990942,Q2756267,parent - child,5322
Q1678730,Q2760347,parent - child,4222
Q55409,Q2762152,parent - child,3170
Q24203093,Q2827676,parent - child,3233
Q719173,Q2829418,parent - child,5149
Q368039,Q2829418,grandparent - child,5149
Q982095,Q2829481,parent - child,4063
Q1605801,Q2829882,parent - child,5756
Q2959882,Q2830125,parent - child,1170
Q269422,Q2830186,parent - child,1378
Q2185,Q2830186,parent - child,1378
Q3122278,Q2830402,parent - child,3468
Q189599,Q2833310,parent - child,5016
Q2424893,Q2833310,parent - child,5016
Q3158348,Q2833494,parent - child,709
Q106544,Q2833500,parent - child,2320
Q536635,Q2833500,grandparent - child,2320
Q945890,Q2833500,grandparent - child,2320
Q3439305,Q2832993,parent - child,1293
Q3241976,Q2833411,parent - child,1804
Q1386558,Q2944371,parent - child,334
Q17612322,Q2944373,parent - child,5977
Q1001130,Q2945747,parent - child,4188
Q1377845,Q2946829,parent - child,2010
Q4961873,Q2956815,parent - child,2406
Q2203717,Q2956815,parent - child,2406
Q2009936,Q2958005,parent - child,1729
Q2907398,Q2893721,parent - child,164
Q469761,Q2894354,parent - child,3448
Q12408140,Q2894421,parent - child,4044
Q371258,Q2894842,parent - child,5454
Q5678197,Q2895310,parent - child,4768
Q357659,Q2895584,parent - child,5399
Q3721403,Q2895720,parent - child,2532
Q4466506,Q2896108,parent - child,2806
Q3420999,Q2896144,parent - child,601
Q3124312,Q2896229,parent - child,3663
Q52834398,Q2896631,parent - child,5380
Q6324033,Q2896848,parent - child,2854
Q4470872,Q2897291,parent - child,3254
Q296386,Q2897761,parent - child,5574
Q289732,Q2898055,parent - child,823
Q3132187,Q2898766,parent - child,2259
Q2903515,Q2899388,parent - child,1691
Q728158,Q2865172,parent - child,5313
Q323342,Q2865275,parent - child,3147
Q55207,Q2865791,parent - child,1525
Q208116,Q2865791,grandparent - child,1525
Q4297950,Q2865791,parent - child,1525
Q3161577,Q2869349,parent - child,2400
Q107002,Q2870568,parent - child,6098
Q16105063,Q2842824,parent - child,1309
Q1620037,Q2844973,parent - child,3118
Q3154824,Q2844973,parent - child,3118
Q1688305,Q2845017,parent - child,1647
Q389066,Q2846128,parent - child,574
Q739930,Q2846805,parent - child,4152
Q101049995,Q2846945,parent - child,3012
Q2528007,Q2846945,parent - child,3012
Q3497880,Q2848049,parent - child,3393
Q5850607,Q2849041,parent - child,3559
Q109471157,Q2849150,parent - child,3243
Q2748101,Q2938136,parent - child,5035
Q355288,Q2938630,parent - child,879
Q3384510,Q2938968,parent - child,4664
Q11689366,Q2939067,parent - child,5788
Q6036150,Q2939593,parent - child,2761
Q5859362,Q2939593,parent - child,2761
Q3002920,Q2939617,parent - child,942
Q3736333,Q2939617,parent - child,942
Q231736,Q2939843,parent - child,6152
Q4011265,Q2940993,parent - child,4576
Q3184908,Q2941911,parent - child,3744
Q380272,Q2942050,parent - child,3453
Q3435835,Q2942055,parent - child,840
Q1442192,Q2943401,parent - child,1106
Q461260,Q2943402,parent - child,5263
Q3180125,Q2943553,parent - child,3262
Q21281342,Q2852883,parent - child,4830
Q3171474,Q2849827,parent - child,827
Q2036191,Q2850603,parent - child,1259
Q469459,Q2851027,parent - child,1648
Q192214,Q2851118,parent - child,2991
Q22249068,Q2851235,parent - child,1842
Q3311452,Q2851235,parent - child,1842
Q14870224,Q2851259,parent - child,2064
Q21663002,Q2851275,parent - child,3605
Q106529,Q2852396,parent - child,5634
Q32055,Q2853612,parent - child,2506
Q2420456,Q2958216,parent - child,1080
Q538411,Q2958216,grandparent - child,1080
Q261284,Q2958216,grandparent - child,1080
Q3311149,Q2958306,parent - child,1080
Q538411,Q2958306,grandparent - child,1080
Q261284,Q2958306,grandparent - child,1080
Q2929493,Q2958306,parent - child,1080
Q263730,Q2874739,parent - child,943
Q2335161,Q2874769,parent - child,6234
Q60737,Q2874895,parent - child,4549
Q236196,Q2874895,parent - child,4549
Q6084594,Q2877210,parent - child,60
Q7064146,Q2877381,parent - child,469
Q16013306,Q2877914,parent - child,155
Q5698982,Q2878205,parent - child,3841
Q447933,Q2878916,parent - child,3812
Q55210,Q2879304,parent - child,647
Q561234,Q2883924,parent - child,2004
Q2252854,Q2884020,parent - child,2178
Q11738279,Q2884020,parent - child,2178
Q18810921,Q2983236,parent - child,2534
Q3133593,Q2983236,parent - child,2534
Q19837,Q2983236,parent - child,2534
Q2324581,Q2989832,parent - child,2404
Q318320,Q2989832,parent - child,2404
Q65200336,Q2991175,parent - child,2398
Q302400,Q2994084,parent - child,4359
Q3760549,Q2997305,parent - child,852
Q1452301,Q2997305,parent - child,852
Q16855319,Q2885622,parent - child,2476
Q6063061,Q2888603,parent - child,4316
Q2487628,Q2889104,parent - child,5172
Q2463292,Q2889104,grandparent - child,5172
Q370787,Q2889271,parent - child,1810
Q2906119,Q2891095,parent - child,338
Q44546,Q2891336,parent - child,5020
Q235983,Q2891568,parent - child,1024
Q486381,Q2891798,parent - child,1636
Q1189486,Q2891798,grandparent - child,1636
Q280229,Q2891798,grandparent - child,1636
Q467661,Q2891798,parent - child,1636
Q10267757,Q2900818,parent - child,4333
Q12412121,Q2903330,parent - child,2218
Q93181,Q2903359,parent - child,3346
Q2907977,Q2903359,grandparent - child,3346
Q450654,Q2903359,parent - child,3346
Q2933413,Q2903713,parent - child,888
Q625515,Q2904001,parent - child,843
Q12405656,Q2904040,parent - child,432
Q2906644,Q2904656,parent - child,3097
Q2334778,Q2904819,parent - child,4309
Q2903899,Q2905180,parent - child,5432
Q184351,Q2905470,parent - child,3529
Q528751,Q2905839,parent - child,4084
Q2348464,Q2905839,parent - child,4084
Q6988334,Q2906838,parent - child,1276
Q571575,Q2909639,parent - child,4268
Q571575,Q2909673,parent - child,4268
Q6157350,Q2909767,parent - child,59
Q248943,Q2909936,parent - child,1448
Q441183,Q2910025,parent - child,5808
Q34060,Q2910025,parent - child,5808
Q6729238,Q2910028,parent - child,224
Q4393880,Q2910061,parent - child,1449
Q6901943,Q2910504,parent - child,736
Q2891201,Q2910959,parent - child,268
Q929016,Q2912412,parent - child,1034
Q1948911,Q2915755,parent - child,5738
Q17227374,Q2916325,parent - child,2579
Q6960050,Q2917080,parent - child,5858
Q302621,Q2918270,parent - child,4978
Q328776,Q2919005,parent - child,1023
Q467100,Q2919005,grandparent - child,1023
Q57336,Q2919350,parent - child,1819
Q5447,Q3000767,parent - child,6005
Q296661,Q3009497,parent - child,5753
Q96472181,Q3009637,parent - child,5091
Q937052,Q3010455,parent - child,788
Q3178992,Q3011555,parent - child,6029
Q438786,Q3013752,parent - child,1531
Q7546,Q3013752,parent - child,1531
Q461112,Q3013862,parent - child,2541
Q476198,Q3013862,parent - child,2541
Q3293932,Q3014061,parent - child,1221
Q3435174,Q3014061,parent - child,1221
Q3014239,Q3014237,parent - child,4280
Q337010,Q3014345,parent - child,149
Q3186180,Q3017403,parent - child,5286
Q358231,Q3018370,parent - child,2886
Q975310,Q3018560,parent - child,4099
Q311317,Q3018820,parent - child,3911
Q376580,Q3019068,parent - child,1166
Q2853812,Q3038130,parent - child,3367
Q2378223,Q3038214,parent - child,2778
Q7403262,Q3039395,parent - child,1897
Q11336679,Q3039412,parent - child,5384
Q698080,Q3042869,parent - child,809
Q7461139,Q3044644,parent - child,3371
Q16628912,Q3047623,parent - child,3117
Q10297744,Q3048127,parent - child,1743
Q65849177,Q3048274,parent - child,5498
Q441424,Q3048622,parent - child,4244
Q134549,Q3048622,parent - child,4244
Q8017272,Q2960128,parent - child,4304
Q3311467,Q2960328,parent - child,5933
Q5271337,Q2960441,parent - child,3612
Q320305,Q2960441,parent - child,3612
Q327825,Q2963756,parent - child,5654
Q962794,Q2964784,parent - child,2979
Q325487,Q2964885,parent - child,3916
Q6173473,Q3068766,parent - child,5722
Q253596,Q3069627,parent - child,3258
Q317182,Q3069627,parent - child,3258
Q764803,Q3070885,parent - child,1261
Q2319562,Q3070885,parent - child,1261
Q3266083,Q3071529,parent - child,3789
Q2617461,Q3072494,parent - child,3322
Q3635217,Q3072636,parent - child,4504
Q3141242,Q3072912,parent - child,2964
Q13315959,Q3073559,parent - child,5855
Q73428,Q3073987,parent - child,1968
Q151164,Q3074001,parent - child,5697
Q3316000,Q3074003,parent - child,4636
Q62023923,Q3074005,parent - child,1013
Q43649900,Q3074223,parent - child,1244
Q230697,Q3077388,parent - child,1145
Q34479,Q3077388,parent - child,1145
Q376580,Q3078910,parent - child,1166
Q4865865,Q2917665,parent - child,267
Q4712152,Q2917733,parent - child,2735
Q6039602,Q2918035,parent - child,6171
Q65251454,Q2918275,parent - child,3510
Q12404033,Q2918744,parent - child,3032
Q9015719,Q2919200,parent - child,535
Q11348338,Q2919334,parent - child,5784
Q60899799,Q2920609,parent - child,4112
Q2585447,Q2923549,parent - child,2638
Q55422,Q2923748,parent - child,6252
Q5462384,Q2924846,parent - child,5938
Q263730,Q2926091,parent - child,943
Q3437309,Q2926117,parent - child,1228
Q3848536,Q2926744,parent - child,5812
Q7945885,Q2927208,parent - child,3635
Q5620619,Q2927525,parent - child,4287
Q470027,Q2929427,parent - child,177
Q1441394,Q2930001,parent - child,1527
Q9618212,Q2934814,parent - child,4807
Q1683035,Q2935099,parent - child,671
Q3023104,Q2935099,parent - child,671
Q105581567,Q2935099,grandparent - child,671
Q111584475,Q3079668,parent - child,732
Q1284283,Q3081638,parent - child,4682
Q12946,Q3081663,parent - child,4525
Q47150986,Q3081751,parent - child,3440
Q1442192,Q3081925,parent - child,1106
Q129092,Q3082128,parent - child,4474
Q3085154,Q3082279,parent - child,3215
Q3170655,Q3082745,parent - child,3027
Q3592758,Q3082745,parent - child,3027
Q5920146,Q3083098,parent - child,1925
Q535113,Q3083743,parent - child,44
Q312667,Q3084503,parent - child,2942
Q2146136,Q3048868,parent - child,1600
Q9384356,Q3048878,parent - child,5070
Q551763,Q3049370,parent - child,2460
Q739560,Q3049811,parent - child,3901
Q6369565,Q3049872,parent - child,2515
Q244997,Q3050853,parent - child,2560
Q53944,Q3051101,parent - child,5417
Q713195,Q3051101,grandparent - child,5417
Q15522089,Q3051101,parent - child,5417
Q3124058,Q3051724,parent - child,1542
Q1316,Q3052569,parent - child,409
Q253660,Q3052569,parent - child,409
Q1430773,Q3052569,grandparent - child,409
Q1387731,Q3056313,parent - child,1932
Q318475,Q3056362,parent - child,4711
Q533583,Q3056380,parent - child,6087
Q1046029,Q3056444,parent - child,612
Q6524174,Q3017229,parent - child,5772
Q358513,Q3019212,parent - child,98
Q3069332,Q3019212,grandparent - child,98
Q112205,Q3020917,parent - child,3317
Q6841169,Q3021576,parent - child,2992
Q16171602,Q3021819,parent - child,4511
Q57418,Q3022596,parent - child,2813
Q1646,Q3022968,parent - child,4196
Q105581567,Q3023104,parent - child,671
Q5837620,Q3026141,parent - child,4134
Q654082,Q3029164,parent - child,5570
Q262460,Q3029689,parent - child,209
Q7821778,Q3030327,parent - child,5786
Q6120168,Q3032783,parent - child,4180
Q453804,Q3034272,parent - child,1123
Q137808,Q3034272,grandparent - child,1123
Q927934,Q3034854,parent - child,1124
Q1508785,Q3034943,parent - child,1158
Q2750,Q3035420,parent - child,960
Q3128925,Q3035518,parent - child,3624
Q3385816,Q3036208,parent - child,3206
Q7040082,Q2964027,parent - child,4237
Q3219174,Q2964182,parent - child,5392
Q3469767,Q2964570,parent - child,6058
Q7340096,Q2964707,parent - child,5414
Q3892458,Q2964750,parent - child,4838
Q3025569,Q2965883,parent - child,4041
Q15971604,Q2965933,parent - child,270
Q49705187,Q2965933,parent - child,270
Q137808,Q2966564,parent - child,1123
Q354496,Q2966650,parent - child,4970
Q469734,Q2966650,parent - child,4970
Q374760,Q2966653,parent - child,5642
Q470798,Q2966653,grandparent - child,5642
Q368069,Q2972081,parent - child,1834
Q2396260,Q2975013,parent - child,5110
Q3237293,Q2975483,parent - child,2117
Q461399,Q2975483,parent - child,2117
Q60721953,Q2975487,parent - child,3238
Q435686,Q2975487,parent - child,3238
Q3357807,Q2975629,parent - child,166
Q2847364,Q2977063,parent - child,2909
Q2320966,Q2977184,parent - child,1594
Q365985,Q2977418,parent - child,949
Q3106114,Q2980524,parent - child,262
Q3573347,Q2980738,parent - child,4350
Q1630281,Q2980756,parent - child,656
Q149389,Q2980756,parent - child,656
Q164535,Q3091442,parent - child,1193
Q27865687,Q3091442,parent - child,1193
Q54985751,Q3092479,parent - child,352
Q348890,Q3092547,parent - child,545
Q3515410,Q3092707,parent - child,752
Q3014021,Q3093733,parent - child,5491
Q85025222,Q3093933,parent - child,5397
Q2586555,Q3095534,parent - child,3309
Q11339960,Q3098359,parent - child,345
Q11565892,Q3098359,parent - child,345
Q5524578,Q3098509,parent - child,6144
Q3068115,Q3098666,parent - child,4204
Q8619,Q3099714,parent - child,1914
Q3290526,Q3099714,parent - child,1914
Q6143234,Q3099714,grandparent - child,1914
Q3383413,Q3099856,parent - child,4626
Q10292378,Q3099883,parent - child,673
Q3165234,Q3099896,parent - child,3665
Q3287818,Q3083997,parent - child,4571
Q2161720,Q3084784,parent - child,6021
Q3102969,Q3085032,parent - child,2017
Q674260,Q3086431,parent - child,6243
Q44936588,Q3052791,parent - child,595
Q52828352,Q3052806,parent - child,817
Q3169266,Q3052932,parent - child,5819
Q13489428,Q3054787,parent - child,775
Q17381963,Q3056683,parent - child,4002
Q452175,Q3058893,parent - child,4357
Q433979,Q3058969,parent - child,1872
Q2925490,Q3058969,parent - child,1872
Q3292297,Q3059503,parent - child,1080
Q84971,Q3059503,grandparent - child,1080
Q534961,Q3059503,parent - child,1080
Q538411,Q3059503,grandparent - child,1080
Q261284,Q3059503,grandparent - child,1080
Q313281,Q3060253,parent - child,601
Q3420999,Q3060253,grandparent - child,601
Q3419293,Q3122190,parent - child,1175
Q2124683,Q3124507,parent - child,4522
Q164428,Q3086614,parent - child,3755
Q935962,Q3086620,parent - child,1774
Q3434614,Q3089636,parent - child,4723
Q742622,Q3090209,parent - child,3703
Q16104584,Q3090285,parent - child,5750
Q1230574,Q3090356,parent - child,2426
Q12044924,Q3061251,parent - child,931
Q2055180,Q3063122,parent - child,2056
Q450236,Q3067887,parent - child,1042
Q4116852,Q3100114,parent - child,2951
Q2848961,Q3100652,parent - child,6151
Q2848094,Q3100664,parent - child,6238
Q5149532,Q3101841,parent - child,680
Q221997,Q3101841,parent - child,680
Q23505,Q3101841,grandparent - child,680
Q190628,Q3101841,grandparent - child,680
Q1870001,Q3135561,parent - child,2610
Q1373770,Q3135561,parent - child,2610
Q308021,Q3135750,parent - child,5462
Q11713872,Q3136860,parent - child,708
Q3845564,Q3136860,parent - child,708
Q363260,Q3139364,parent - child,5311
Q431529,Q3139396,parent - child,316
Q788289,Q3139396,parent - child,316
Q2826050,Q3140084,parent - child,3007
Q12983,Q3140213,parent - child,5371
Q59544332,Q3140213,parent - child,5371
Q6078,Q3140306,parent - child,94
Q3528610,Q3140358,parent - child,903
Q268821,Q3141755,parent - child,171
Q57304,Q3141755,grandparent - child,171
Q154946,Q3141755,grandparent - child,171
Q301365,Q3141755,parent - child,171
Q661893,Q3142520,parent - child,5954
Q63383077,Q3142630,parent - child,3419
Q353866,Q3144686,parent - child,1039
Q309240,Q3144773,parent - child,5301
Q268881,Q3126844,parent - child,780
Q4028,Q3127703,parent - child,683
Q914034,Q3128041,parent - child,4116
Q2685324,Q3163544,parent - child,2866
Q2754062,Q3163544,parent - child,2866
Q27916006,Q3164719,parent - child,1355
Q3103091,Q3165316,parent - child,3857
Q3289184,Q3167425,parent - child,598
Q630386,Q3104758,parent - child,4713
Q2039548,Q3104992,parent - child,1043
Q1168654,Q3106153,parent - child,5792
Q1996613,Q3106502,parent - child,2243
Q3325528,Q3106919,parent - child,109
Q193874,Q3106919,grandparent - child,109
Q101246219,Q3106919,parent - child,109
Q3618902,Q3106984,parent - child,2666
Q967846,Q3106984,parent - child,2666
Q1372533,Q3108051,parent - child,2171
Q110952627,Q3108051,parent - child,2171
Q3093600,Q3109308,parent - child,3129
Q3055080,Q3109829,parent - child,4505
Q434413,Q3110308,parent - child,3193
Q313868,Q3111214,parent - child,3368
Q3423904,Q3144685,parent - child,462
Q3320538,Q3144896,parent - child,1362
Q2829621,Q3147241,parent - child,927
Q4163548,Q3147664,parent - child,5451
Q11480206,Q3147664,grandparent - child,5451
Q13444886,Q3147680,parent - child,4690
Q19910596,Q3147994,parent - child,6185
Q887259,Q3148261,parent - child,5171
Q1373900,Q3148435,parent - child,3909
Q3612104,Q3148689,parent - child,4378
Q3161835,Q3154719,parent - child,5813
Q50872104,Q3168491,parent - child,530
Q3384015,Q3170784,parent - child,4745
Q553135,Q3172408,parent - child,2917
Q185546,Q3178812,parent - child,1466
Q259998,Q3178896,parent - child,2923
Q8201241,Q3179763,parent - child,1154
Q652495,Q3182973,parent - child,1718
Q12008525,Q3183227,parent - child,638
Q357502,Q3183456,parent - child,2052
Q462310,Q3183664,parent - child,2285
Q364868,Q3183664,parent - child,2285
Q61059689,Q3183782,parent - child,3019
Q1390152,Q3132520,parent - child,2091
Q1339711,Q3156516,parent - child,1529
Q3559511,Q3157140,parent - child,803
Q382604,Q3157521,parent - child,2198
Q110806836,Q3157725,parent - child,4114
Q860329,Q3157734,parent - child,5673
Q3264786,Q3158647,parent - child,2033
Q653698,Q3159464,parent - child,5605
Q13360877,Q3110894,parent - child,4377
Q20657718,Q3110901,parent - child,628
Q105759837,Q3112676,parent - child,5477
Q11462053,Q3113502,parent - child,1319
Q3195097,Q3113502,parent - child,1319
Q430806,Q3116624,parent - child,4873
Q2038656,Q3117676,parent - child,2689
Q5864892,Q3118676,parent - child,5547
Q6183690,Q3119872,parent - child,2084
Q3898147,Q3120172,parent - child,786
Q3173660,Q3159636,parent - child,3711
Q38240157,Q3160587,parent - child,5112
Q200776,Q3161181,parent - child,2974
Q949,Q3161262,parent - child,5525
Q313040,Q3161487,parent - child,4228
Q5557781,Q3218302,parent - child,2315
Q1778070,Q3218885,parent - child,6091
Q981270,Q3219157,parent - child,1127
Q3380391,Q3219392,parent - child,4460
Q8307068,Q3219401,parent - child,1293
Q3439305,Q3219401,parent - child,1293
Q359026,Q3219492,parent - child,3943
Q3387357,Q3219581,parent - child,1812
Q5056396,Q3219592,parent - child,4596
Q215012,Q3223408,parent - child,2123
Q3925,Q3223408,grandparent - child,2123
Q185025,Q3223408,grandparent - child,2123
Q726890,Q3232562,parent - child,697
Q54386,Q3232562,parent - child,697
Q156548,Q3232562,grandparent - child,697
Q19943,Q3232562,grandparent - child,697
Q3121553,Q3236685,parent - child,3638
Q726890,Q3239518,parent - child,697
Q54386,Q3239518,parent - child,697
Q156548,Q3239518,grandparent - child,697
Q19943,Q3239518,grandparent - child,697
Q3101539,Q3239689,parent - child,1093
Q440490,Q3241428,parent - child,1040
Q467744,Q3241428,parent - child,1040
Q374117,Q3242410,parent - child,3621
Q1004037,Q3185931,parent - child,697
Q102139,Q3185931,grandparent - child,697
Q1389258,Q3185931,grandparent - child,697
Q208615,Q3185931,parent - child,697
Q11106090,Q3185931,grandparent - child,697
Q6186138,Q3185950,parent - child,1494
Q319283,Q3185970,parent - child,2926
Q19260760,Q3186387,parent - child,2535
Q3122159,Q3187209,parent - child,1092
Q4910631,Q3187961,parent - child,3914
Q584749,Q3188574,parent - child,1797
Q510042,Q3189060,parent - child,1962
Q430016,Q3189144,parent - child,1901
Q643408,Q3189286,parent - child,264
Q3174661,Q3189327,parent - child,5821
Q2856787,Q3174990,parent - child,3191
Q298180,Q3174990,parent - child,3191
Q2440366,Q3175789,parent - child,2574
Q234297,Q3176065,parent - child,2944
Q1356701,Q3176065,parent - child,2944
Q3048072,Q3177018,parent - child,5602
Q3104022,Q3177132,parent - child,2069
Q59112,Q3177681,parent - child,4747
Q4201169,Q3177695,parent - child,797
Q44819,Q3177695,parent - child,797
Q171998,Q3178257,parent - child,2665
Q14439,Q3178398,parent - child,3298
Q105817,Q3178398,parent - child,3298
Q185546,Q3178418,parent - child,1466
Q272321,Q3267042,parent - child,5871
Q815126,Q3268142,parent - child,1684
Q167423,Q3268142,grandparent - child,1684
Q223183,Q3268142,grandparent - child,1684
Q815126,Q3268153,parent - child,1684
Q167423,Q3268153,grandparent - child,1684
Q223183,Q3268153,grandparent - child,1684
Q271995,Q3268202,parent - child,3802
Q114764730,Q3269230,parent - child,5595
Q330587,Q3270032,parent - child,5271
Q1065491,Q3271520,parent - child,5572
Q2319146,Q3273670,parent - child,1406
Q213001,Q3273670,parent - child,1406
Q709973,Q3189631,parent - child,4736
Q2929427,Q3189769,parent - child,177
Q470027,Q3189769,grandparent - child,177
Q2057854,Q3189773,parent - child,2026
Q11862031,Q3191927,parent - child,2050
Q3160159,Q3193322,parent - child,5441
Q18415191,Q3193534,parent - child,1134
Q46049,Q3193538,parent - child,2693
Q11752560,Q3193925,parent - child,282
Q231019,Q3193925,parent - child,282
Q2847591,Q3194105,parent - child,3780
Q449472,Q3194868,parent - child,4763
Q24883920,Q3240738,parent - child,4966
Q6437339,Q3241458,parent - child,723
Q5617050,Q3241458,grandparent - child,723
Q5734973,Q3246540,parent - child,2615
Q850920,Q3246901,parent - child,1174
Q15103558,Q3246901,parent - child,1174
Q3247471,Q3247194,parent - child,4019
Q6777381,Q3249025,parent - child,2743
Q15458317,Q3257306,parent - child,5996
Q551439,Q3258760,parent - child,4826
Q2983075,Q3258760,grandparent - child,4826
Q710650,Q3258763,parent - child,1361
Q2847097,Q3260896,parent - child,6199
Q6752292,Q3294749,parent - child,2809
Q1592224,Q3295116,parent - child,2225
Q7325629,Q3295283,parent - child,1755
Q27786356,Q3295308,parent - child,1748
Q2898055,Q3295457,parent - child,823
Q289732,Q3295457,grandparent - child,823
Q3434688,Q3295746,parent - child,3408
Q561048,Q3296435,parent - child,1474
Q942278,Q3296435,parent - child,1474
Q4254478,Q3296448,parent - child,676
Q18720299,Q3296460,parent - child,3988
Q4669138,Q3298007,parent - child,2361
Q705709,Q3298690,parent - child,4347
Q6752292,Q3299569,parent - child,2809
Q448481,Q3302014,parent - child,1155
Q5248338,Q3302192,parent - child,4621
Q51564,Q3302192,parent - child,4621
Q172213,Q3302530,parent - child,4905
Q2851070,Q3332827,parent - child,1004
Q152472,Q3332875,parent - child,2162
Q2464624,Q3333562,parent - child,1811
Q6174839,Q3333957,parent - child,2514
Q2324513,Q3335337,parent - child,5613
Q313318,Q3335785,parent - child,4521
Q3130990,Q3336560,parent - child,4404
Q1243536,Q3336666,parent - child,3199
Q237944,Q3336669,parent - child,4024
Q328248,Q3340024,parent - child,5003
Q177709,Q3340226,parent - child,6193
Q12013282,Q3280588,parent - child,2495
Q663553,Q3286841,parent - child,5997
Q468816,Q3286928,parent - child,2145
Q3179473,Q3286942,parent - child,4234
Q3287153,Q3287151,parent - child,1538
Q1238702,Q3287656,parent - child,3910
Q1269024,Q3289592,parent - child,1722
Q1764533,Q3195894,parent - child,2660
Q27757415,Q3196131,parent - child,1453
Q3219540,Q3196816,parent - child,597
Q11720132,Q3197069,parent - child,291
Q457657,Q3199788,parent - child,2109
Q3530742,Q3199788,parent - child,2109
Q15973635,Q3201066,parent - child,2393
Q3219540,Q3201170,parent - child,597
Q3571631,Q3202527,parent - child,5763
Q2167757,Q3210313,parent - child,830
Q53944,Q3215817,parent - child,5417
Q713195,Q3215817,grandparent - child,5417
Q15522089,Q3215817,parent - child,5417
Q3310623,Q3215951,parent - child,4898
Q2939940,Q3303036,parent - child,3746
Q43918160,Q3304418,parent - child,5489
Q2058853,Q3304492,parent - child,418
Q3308826,Q3305274,parent - child,1928
Q23505,Q3305438,parent - child,680
Q4100648,Q3305438,grandparent - child,680
Q190628,Q3305438,parent - child,680
Q5127080,Q3305564,parent - child,4578
Q7493096,Q3306447,parent - child,1948
Q1153004,Q3306447,parent - child,1948
Q2146157,Q3307106,parent - child,2372
Q539685,Q3307992,parent - child,237
Q44709,Q3308216,parent - child,4891
Q236396,Q3308337,parent - child,1738
Q275274,Q3308874,parent - child,4088
Q473006,Q3309120,parent - child,4259
Q179242,Q3309729,parent - child,632
Q538411,Q3311149,parent - child,1080
Q261284,Q3311149,parent - child,1080
Q2124,Q3262045,parent - child,488
Q467628,Q3262045,parent - child,488
Q647445,Q3262836,parent - child,4348
Q3310750,Q3263044,parent - child,5310
Q682383,Q3263103,parent - child,4668
Q670809,Q3368959,parent - child,5327
Q3588303,Q3369179,parent - child,727
Q3425892,Q3369259,parent - child,5822
Q158536,Q3290387,parent - child,2586
Q9696,Q3290402,parent - child,518
Q165421,Q3290402,parent - child,518
Q3071879,Q3290404,parent - child,624
Q6143234,Q3290526,parent - child,1914
Q171434,Q3290623,parent - child,420
Q60045,Q3290640,parent - child,2316
Q2847504,Q3291328,parent - child,4729
Q7177,Q3291581,parent - child,2330
Q328694,Q3264540,parent - child,2769
Q86714794,Q3264699,parent - child,643
Q2193242,Q3264972,parent - child,1413
Q3168775,Q3309381,parent - child,1342
Q18811986,Q3309689,parent - child,6134
Q2727481,Q3310584,parent - child,832
Q3080712,Q3310584,parent - child,832
Q24191869,Q3311134,parent - child,5740
Q3148001,Q3311300,parent - child,1368
Q319350,Q3311300,parent - child,1368
Q344997,Q3313289,parent - child,247
Q1364408,Q3314967,parent - child,4983
Q317254,Q3316983,parent - child,3248
Q1946678,Q3317069,parent - child,351
Q56392103,Q3318231,parent - child,951
Q5964071,Q3319237,parent - child,6046
Q235236,Q3319938,parent - child,1018
Q231281,Q3319938,grandparent - child,1018
Q154912,Q3319938,grandparent - child,1018
Q3303830,Q3319938,parent - child,1018
Q16009987,Q3320039,parent - child,413
Q193874,Q3325528,parent - child,109
Q3265133,Q3292101,parent - child,2934
Q235168,Q3292104,parent - child,208
Q19861237,Q3292260,parent - child,5431
Q84971,Q3292297,parent - child,1080
Q3171816,Q3292501,parent - child,4997
Q954560,Q3292536,parent - child,2642
Q1684856,Q3292539,parent - child,973
